,symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-L/100km,highway-mpg,price,horsepower-binned,diesel,gas
126,0,122,renault,std,four,wagon,fwd,front,96.1,0.6039197098519458,0.5166666666666669,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,103,,10.217391304347826,31,9295.0,Low,0,1
127,2,122,renault,std,two,hatchback,fwd,front,96.1,0.22296079899535406,0.5249999999999998,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,103,,10.217391304347826,31,9895.0,Low,0,1
128,3,150,saab,std,two,hatchback,fwd,front,99.1,1.0173006556750563,0.5166666666666669,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250.0,11.19047619047619,28,11850.0,Low,0,1
129,2,104,saab,std,four,sedan,fwd,front,99.1,1.0173006556750563,0.5166666666666669,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,11.19047619047619,28,12170.0,Low,0,1
130,3,150,saab,std,two,hatchback,fwd,front,99.1,1.0173006556750563,0.5166666666666669,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250.0,11.19047619047619,28,15040.0,Low,0,1
131,2,104,saab,std,four,sedan,fwd,front,99.1,1.0173006556750563,0.5166666666666669,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,11.19047619047619,28,15510.0,Low,0,1
132,3,150,saab,turbo,two,hatchback,fwd,front,99.1,1.0173006556750563,0.5166666666666669,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,12.368421052631579,26,18150.0,Medium,0,1
133,2,104,saab,turbo,four,sedan,fwd,front,99.1,1.0173006556750563,0.5166666666666669,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,12.368421052631579,26,18620.0,Medium,0,1
134,2,83,subaru,std,two,hatchback,fwd,front,93.7,-1.3900354405889428,0.25833333333333347,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900.0,7.580645161290323,36,5118.0,Low,0,1
135,2,83,subaru,std,two,hatchback,fwd,front,93.7,-1.3089803531726465,0.27500000000000036,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,9.038461538461538,31,7053.0,Low,0,1
136,2,83,subaru,std,two,hatchback,4wd,front,93.3,-1.3576134056224238,0.2916666666666667,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,9.038461538461538,31,7603.0,Low,0,1
137,0,102,subaru,std,four,sedan,fwd,front,97.2,-0.1661036206028691,0.4250000000000007,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800.0,7.34375,37,7126.0,Low,0,1
138,0,102,subaru,std,four,sedan,fwd,front,97.2,-0.1661036206028691,0.4250000000000007,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400.0,8.392857142857142,33,7775.0,Low,0,1
139,0,102,subaru,std,four,sedan,fwd,front,97.2,-0.1661036206028691,0.4250000000000007,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,9.038461538461538,32,9960.0,Low,0,1
140,0,102,subaru,std,four,sedan,4wd,front,97.0,-0.1661036206028691,0.4250000000000007,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,9.791666666666666,25,9233.0,Low,0,1
141,0,102,subaru,turbo,four,sedan,4wd,front,97.0,-0.1661036206028691,0.4250000000000007,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,9.791666666666666,29,11259.0,Low,0,1
142,0,89,subaru,std,four,wagon,fwd,front,97.0,-0.044520989478424644,0.4250000000000007,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,8.392857142857142,32,7463.0,Low,0,1
143,0,89,subaru,std,four,wagon,fwd,front,97.0,-0.044520989478424644,0.4250000000000007,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,9.4,31,10198.0,Low,0,1
144,0,85,subaru,std,four,wagon,4wd,front,96.9,-0.03641548073679548,0.4250000000000007,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,10.217391304347826,29,8013.0,Low,0,1
145,0,85,subaru,turbo,four,wagon,4wd,front,96.9,-0.03641548073679548,0.4250000000000007,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,10.217391304347826,23,11694.0,Low,0,1
146,1,87,toyota,std,two,hatchback,fwd,front,95.7,-1.2441362832396108,0.27500000000000036,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,6.714285714285714,39,5348.0,Low,0,1
147,1,87,toyota,std,two,hatchback,fwd,front,95.7,-1.2441362832396108,0.27500000000000036,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,7.580645161290323,38,6338.0,Low,0,1
148,1,74,toyota,std,four,hatchback,fwd,front,95.7,-1.2441362832396108,0.27500000000000036,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,7.580645161290323,38,6488.0,Low,0,1
149,0,77,toyota,std,four,wagon,fwd,front,95.7,-0.35253032166035153,0.27500000000000036,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,7.580645161290323,37,6918.0,Low,0,1
150,0,81,toyota,std,four,wagon,4wd,front,95.7,-0.35253032166035153,0.27500000000000036,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,8.703703703703704,32,7898.0,Low,0,1
151,0,91,toyota,std,four,wagon,4wd,front,95.7,-0.35253032166035153,0.27500000000000036,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,8.703703703703704,32,8778.0,Low,0,1
152,0,91,toyota,std,four,sedan,fwd,front,95.7,-0.6281176188757571,0.3416666666666674,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,7.833333333333333,37,6938.0,Low,0,1
153,0,91,toyota,std,four,hatchback,fwd,front,95.7,-0.6281176188757571,0.3416666666666674,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,7.833333333333333,37,7198.0,Low,0,1
154,0,91,toyota,std,four,sedan,fwd,front,95.7,-0.6281176188757571,0.3416666666666674,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,6.911764705882353,36,7898.0,Low,1,0
155,0,91,toyota,std,four,hatchback,fwd,front,95.7,-0.6281176188757571,0.3416666666666674,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,6.184210526315789,47,7788.0,Low,1,0
156,0,91,toyota,std,four,sedan,fwd,front,95.7,-0.6281176188757571,0.3416666666666674,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,6.184210526315789,47,7738.0,Low,0,1
157,0,91,toyota,std,four,hatchback,fwd,front,95.7,-0.6281176188757571,0.3416666666666674,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.392857142857142,34,8358.0,Low,0,1
158,0,91,toyota,std,four,sedan,fwd,front,95.7,-0.6281176188757571,0.3416666666666674,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.392857142857142,34,9258.0,Low,0,1
159,1,168,toyota,std,two,sedan,rwd,front,94.5,-0.43358540907664783,0.30833333333333357,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.10344827586207,34,8058.0,Low,0,1
160,1,168,toyota,std,two,hatchback,rwd,front,94.5,-0.43358540907664783,0.30833333333333357,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.10344827586207,34,8238.0,Low,0,1
161,1,168,toyota,std,two,sedan,rwd,front,94.5,-0.43358540907664783,0.30833333333333357,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,9.038461538461538,29,9298.0,Low,0,1
162,1,168,toyota,std,two,hatchback,rwd,front,94.5,-0.43358540907664783,0.30833333333333357,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,9.038461538461538,29,9538.0,Low,0,1
163,2,134,toyota,std,two,hardtop,rwd,front,98.4,0.17432774654557445,0.44166666666666643,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,30,8449.0,Low,0,1
164,2,134,toyota,std,two,hardtop,rwd,front,98.4,0.17432774654557445,0.44166666666666643,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,30,9639.0,Low,0,1
165,2,134,toyota,std,two,hatchback,rwd,front,98.4,0.17432774654557445,0.44166666666666643,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,30,9989.0,Low,0,1
166,2,134,toyota,std,two,hardtop,rwd,front,98.4,0.17432774654557445,0.44166666666666643,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,30,11199.0,Low,0,1
167,2,134,toyota,std,two,hatchback,rwd,front,98.4,0.17432774654557445,0.44166666666666643,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,30,11549.0,Low,0,1
168,2,134,toyota,std,two,convertible,rwd,front,98.4,0.17432774654557445,0.44166666666666643,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,30,17669.0,Low,0,1
169,-1,65,toyota,std,four,sedan,fwd,front,102.4,0.12569469409579712,0.5166666666666669,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.10344827586207,34,8948.0,Low,0,1
170,-1,65,toyota,turbo,four,sedan,fwd,front,102.4,0.12569469409579712,0.5166666666666669,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500.0,7.833333333333333,33,10698.0,Low,1,0
171,-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.12569469409579712,0.5166666666666669,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.703703703703704,32,9988.0,Low,0,1
172,-1,65,toyota,std,four,sedan,fwd,front,102.4,0.12569469409579712,0.5166666666666669,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.703703703703704,32,10898.0,Low,0,1
173,-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.12569469409579712,0.5166666666666669,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.703703703703704,32,11248.0,Low,0,1
174,3,197,toyota,std,two,hatchback,rwd,front,102.9,0.7660298846845384,0.6166666666666671,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,11.75,24,16558.0,Medium,0,1
175,3,197,toyota,std,two,hatchback,rwd,front,102.9,0.7660298846845384,0.6166666666666671,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,12.368421052631579,24,15998.0,Medium,0,1
176,-1,90,toyota,std,four,sedan,rwd,front,104.5,1.1145667605746135,0.5166666666666669,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200.0,11.75,24,15690.0,Medium,0,1
177,-1,122,toyota,std,four,wagon,rwd,front,104.5,1.1145667605746135,0.5166666666666669,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200.0,12.368421052631579,24,15750.0,Medium,0,1
178,2,122,volkswagen,std,two,sedan,fwd,front,97.3,-0.1904201468277589,0.43333333333333357,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,6.351351351351352,46,7775.0,Low,1,0
179,2,122,volkswagen,std,two,sedan,fwd,front,97.3,-0.1904201468277589,0.43333333333333357,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,8.703703703703704,34,7975.0,Low,0,1
180,2,94,volkswagen,std,four,sedan,fwd,front,97.3,-0.1904201468277589,0.43333333333333357,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,6.351351351351352,46,7995.0,Low,1,0
181,2,94,volkswagen,std,four,sedan,fwd,front,97.3,-0.1904201468277589,0.43333333333333357,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,8.703703703703704,34,8195.0,Low,0,1
182,2,94,volkswagen,std,four,sedan,fwd,front,97.3,-0.1904201468277589,0.43333333333333357,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,8.703703703703704,34,8495.0,Low,0,1
183,2,94,volkswagen,turbo,four,sedan,fwd,front,97.3,-0.1904201468277589,0.43333333333333357,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,6.351351351351352,42,9495.0,Low,1,0
184,2,94,volkswagen,std,four,sedan,fwd,front,97.3,-0.1904201468277589,0.43333333333333357,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500.0,9.038461538461538,32,9995.0,Low,0,1
185,3,122,volkswagen,std,two,convertible,fwd,front,94.5,-1.1955032307898312,0.32500000000000046,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,9.791666666666666,29,11595.0,Low,0,1
186,3,256,volkswagen,std,two,hatchback,fwd,front,94.5,-0.6767506713255367,0.30833333333333357,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,9.791666666666666,29,9980.0,Low,0,1
187,0,122,volkswagen,std,four,sedan,fwd,front,100.4,0.49854809621075963,0.5500000000000007,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500.0,12.368421052631579,24,13295.0,Low,0,1
188,0,122,volkswagen,turbo,four,sedan,fwd,front,100.4,0.49854809621075963,0.5500000000000007,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,7.121212121212121,38,13845.0,Low,1,0
189,0,122,volkswagen,std,four,wagon,fwd,front,100.4,0.7336078497180194,0.5500000000000007,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500.0,9.4,31,12290.0,Low,0,1
190,-2,103,volvo,std,four,sedan,rwd,front,104.3,1.1956218479909098,0.5750000000000005,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,10.217391304347826,28,12940.0,Low,0,1
191,-1,74,volvo,std,four,wagon,rwd,front,104.3,1.1956218479909098,0.5750000000000005,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,10.217391304347826,28,13415.0,Low,0,1
192,-2,103,volvo,std,four,sedan,rwd,front,104.3,1.1956218479909098,0.5750000000000005,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,9.791666666666666,28,15985.0,Low,0,1
193,-1,74,volvo,std,four,wagon,rwd,front,104.3,1.1956218479909098,0.5750000000000005,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,9.791666666666666,28,16515.0,Low,0,1
194,-2,103,volvo,turbo,four,sedan,rwd,front,104.3,1.1956218479909098,0.5750000000000005,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,13.823529411764707,22,18420.0,Medium,0,1
195,-1,74,volvo,turbo,four,wagon,rwd,front,104.3,1.1956218479909098,0.5750000000000005,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,13.823529411764707,22,18950.0,Medium,0,1
196,-1,95,volvo,std,four,sedan,rwd,front,109.1,1.1956218479909098,0.7166666666666673,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,10.217391304347826,28,16845.0,Low,0,1
197,-1,95,volvo,turbo,four,sedan,rwd,front,109.1,1.1956218479909098,0.7083333333333334,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300.0,12.368421052631579,25,19045.0,Medium,0,1
198,-1,95,volvo,std,four,sedan,rwd,front,109.1,1.1956218479909098,0.7166666666666673,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500.0,13.055555555555555,23,21485.0,Medium,0,1
199,-1,95,volvo,turbo,four,sedan,rwd,front,109.1,1.1956218479909098,0.7166666666666673,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800.0,9.038461538461538,27,22470.0,Low,1,0
200,-1,95,volvo,turbo,four,sedan,rwd,front,109.1,1.1956218479909098,0.7166666666666673,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,12.368421052631579,25,22625.0,Low,0,1
